,Review,Rating
121,"Story about the encounter between Temístocles and his godfather, whom he believes has killed and now comes back as a ghost to drive him mad. From drama to comedy to the absurd, Temístocles faces his own ghosts until he's about to lose control of himself. His family's economy is almost ruined, his wife is near from giving birth. Realizing he is alive, the possibility to fix his past and breaking up with the curse he's been carrying becomes real.",2.6
122,A group of amateur ghost hunters go missing as they journey into the bowels of an abandon Insane Asylum in a search for evidence of the 'Lady in White' said to haunt the grounds. The only evidence of their quest of no return are video cards discovered by workman as they demolish what's left of the vacant structures. Some of the footage was salvageable and reveals the missing ghost hunters fate as they traverse into the unknowns of the Asylum,3.0
123,"Two kids go hunting for ghosts to help their dad run a burger cafe. An epic sequel to Hardcastle's ""T is For Toilet"" segment of the horror anthology film ""The ABCs of Death"", it takes place 12 years after the accident.",6.7
124,"Andrew wins a radio contest to spend one night alone in a haunted theater on the 80th anniversary of the bloody murder/suicide that occurred within its walls. His prize: $50,000. His task: To spend 12 hours alone inside. The catch: The theater has been reportedly haunted ever since the tragedy 80 years ago, and has been plagued by a series of mysterious deaths in the years since. As Andrew is locked inside the theater for the night, the ghosts and secrets of its past begin to reveal themselves to him. Will he make it through the night to collect his prize? And will he get out before the murderous ghosts take hold of him forever?",10.0
127,A white-trash mom is visited by three ghosts intent on showing her a path to a brighter future.,4.7
130,"Set in the 1930s, Murni (Ummi Nazeera) unknowingly inherits ghostly powers from Mak Ajeng, which terrifies the village folk in Kampung Jawa, forcing her to flee. Abused by the villagers for her unwanted powers, Murni is saved by Syed Yusof (Azri Iskandar) while making her escape.",2.0
131,"This comedy is about two best friends, one very pretty the other not so much. When one friend passes away, she returns as a ghost to be with her old pal, and things get complicated when they have to share the same body.",4.5
132,"Don Collier has a wonderful life and family, but no time to enjoy either. His impossible boss even has him collecting signatures for a huge project the day before Christmas, but as he goes office to office it seems that every signer is a ghost from his past, and he soon begins to wonder if this is coincidence... or heavenly intervention.",4.3
133,"The chilling story of Dr Rant, whose wicked streak continues from beyond the grave. Based on the festive ghost story by MR James.  When a relative comes to find a particular book at the university library, young student Garrett is drawn into a family feud over a will and its legacy - with terrifying consequences.",7.1
134,"Yukiko, a member of a movie study group, follows the rumor of a ghost that inhabits an abandoned movie theater with two of her study group cohorts, Shinoda and Imamura, in order to film the ghost of an actress roams there. After she watch an old film, strange things begin to happen around her. When Shinoda goes missing, she goes back to the theater to find the truth of the place, despite her fear.",4.5
135,"A supernatural thriller directed by Todd Alcott who co-wrote the script with Holly Golden, and features Michael Rady and Toby Huss. Golden produced the film along with Ilan Arboleda. The film revolves around Lucy, who has a new husband, a new home and a new baby, but old ghosts won't let her be. She has dedicated her life to helping families break the cycle of abuse, so when she and her husband, Wade, see the echoes of a violent family tragedy in their home, Lucy tries to help the tortured souls break free of their torment and move on. She finds, however, that these ghosts don't want her help -- they want to lead Lucy and her family to their doom.",4.5
136,"A dangerous young woman offers up human sacrifices to a ghost ship of the dead in return for an ancient treasure. When she comes up one sacrifice short, her zombie masters exact their bloody revenge in this gory tribute to Spain's popular Blind Dead Euro Horror series.",5.0
139,"4 sleazy ghost stories inspired by pulpy true-crime cases. Each segment is themed according to numbers, 14, 16, 15 and 13, which are referenced by such things as a button worn by a brothel worker, the room number in a run-down hotel or a record spinning a lullaby to lovers.",5.2
140,"There is an urban legend about a ghost called ""Sukima Onna"". A young woman did not believe in the validity of the urban legend, until she discovered a mysterious woman in her apartment. Could this young woman be the ghost?",4.5
141,"A young couple moves into what appears to be the perfect home, but when they discover that they will soon become parents, things begin to fall apart. Rachel, the expectant mother, is haunted by a ghost in a red dress, while Kevin, the soon to be father, has frightening nightmares even while he’s awake. The once happy couple is torn apart by horrific events, which all seem to be centered around the birth of their unborn child.",2.8
142,"At age 19, Stratos committed a crime of passion. He spent half his life in prison, where underground boss Leonidas took him under his wing. One day during a rival gang attack, Leonidas saved his life. Stratos never forgot this.  A free man now, Stratos works the night shift at a bakery workshop, a far cry from the killing contracts he executes by day. He gives away all his money to spring Leonidas out of prison, funding an escape plan managed by Leo’s brother, Yorgos.  The fulfillment of his debt is the only thing that matters to Stratos, everything else is indifferent and he lives detached, surrounded by ghosts and fallacies. The day of the escape, the most important day of his life, is near…",6.7
143,"Samantha plays the role of ""Fortune Teller,"" but she is a thorough skeptic about ""paranormal activities"" and all things supernatural - she certainly doesn't believe in ghosts.",4.3
145,"Joe and Bunnyman's adventure continue in a rural ghost town. Bunnyman's blood lust knows no bounds, as he slaughters indiscriminately anything that crosses his path. Joe is all too happy to encourage his behavior, selling the dead victims as beef jerky in his local store. In addition to Joe's body disposal problem, the local sheriff becomes suspicious with the disappearance of a few of his deputies. His investigation crosses paths with two persistent sisters, that refuse to die at the hands of Joe and Bunnyman. Some will live, and some will die, but all will be damaged..",6.1
146,"Purani Jeans is a film based on the belief that friendship is like a pair of old jeans—the more you wear them the better it gets. The summer now unfolds more dramatically as the boys make detrimental choices—of love, sex, friendship, jealousy, heartbreaks & betrayal, finally leading to broken bonds of friendship. The film travels with Siddharth as he explores equations with his past—to rebuild friendships with his four friends whom he grew up with in a small town in Himachal Pradesh in India. When Siddharth lands in India from the US, ghosts from his youth loom up. He finally overcomes the complications and sets right all the wrongs done in his past & rediscovers bonds of friendship.I n the end Siddharth goes back to New York a better man; reconciled with his past & most importantly rediscovering a happier today. He returns to New York with the belief that friendship is indeed like Purani Jeans, the older the better!!",4.0
148,"In ""Cara Mengundang Hantu"" a chilling tale is composed out of four short stories that explain how to invite a ghost. The first story is about a banana tree that was chopped in half by Rizal. He will be haunted by a ghost because of his gambling and money lending issues. The second story is between a mom and son where the son disobeyed his mom and has to face the consequences. The third story is about a group of students that go against ancient beliefs and the fourth story is about revenge where a spirit hunts down its murderer.",3.5
149,"Michael lives in a housing project. He and his friends make music together. Michael is clearly the biggest talent in the group, and one day he is discovered by the established rapper Apollo who makes Michael his ghostwriter. A big opportunity for Michael, this also means moving forward without his friends and breaking the unwritten rule of loyalty. Michael focuses on his music, hoping that the situation will resolve itself. As his friends lose their patience, a dramatic showdown is inevitable.",5.0
150,"A horror/comedy about Al-Harrawy family's mysterious house, which is considered by locals to be haunted by peculiar creatures, ghosts and strange phenomena.",1.0
151,"Rino, 3rd grade high school student, tells scary stories about the locked old toilet door in the school to his juniors who are in the probation for candidates of OSIS (school organization) leaders.  Rino fiction is proved right: the locked toilet door exists. However, his friend, Andi still considers that the ghost in the toilet is just a myth. He makes a challenge for the candidates to open the door. Andi cs put cameras in the hallway to record those who fear.",5.0
152,"The Hora 79 dance troupe was the face of Israeli folk dancing. Following a traumatic event. An accident? A murder? A suicide? The group ceased its activity and the members went their own ways. Now, 33 years later, the Karmiel Dance Festival initiates a reunion for a tribute to Hebrew dance. The encounter brims with nostalgia, tension, and guilt. Will they be able to overcome the dark ghosts of the past, the old conflicts, the betrayal of the body and of the memory?",5.3
155,"Paul is plagued by horrifying visions of a malevolent entity. He discovers that a supernatural force in his home is negatively affecting his housemates. Slowly, this force influences him and his friends to turn against each other, and even murder one another. Paul must discover the entity's true nature before it consumes them all. Is it ghostly? Demonic? Or worse... does it come from within?",6.0
156,"When the staff inside a renovated film studio finds a co-worker dead one morning, the pieces of a forty year puzzle add up to an angry ghost who has let the last person step inside her house. But will they ever get out alive?",5.3
157,"Two brides wait in a church room while their marriages don't begin. But they are not anxious, as expected: they do act like ghosts in existential horror. As they wait to be called to the start of their respective ceremonies, they reflect on their relationships and lives.",5.0
159,"A boy who can see ghosts moves to a small town, where he befriends a female ghost. The two work together to investigate a masked ghost who is murdering students one by one.",7.2
160,"Story based on the legendary mansion at No. 81 on Chaoyangmennei Street in Beijing, which local legend says is haunted by the ghost of a Kuomintang official's wife, who committed suicide in the home around the time of the Cultural Revolution. The film follows Xu Ruoqing a woman whose presence in the notorious mansion draws up the spirits that have taken residence there.",3.4
161,"Scooby-Doo and those ""meddling kids"" Shaggy, Fred, Daphne and Velma are back in this all-new original movie! Velma discovers she's inherited her great-great-uncle Dr. Von Dinkenstein’s cursed castle in the terrifying town of Transylvania…Pennsylvania, that is. Just when the Gang persuades Velma to go claim her inheritance, the ghost of Dinkenstein Castle blows up the Mystery Machine as a warning! Now the Crew must spring back into action, but this time it's personal! Who's responsible for the Dinkenstein monster? What family secret has Velma been hiding? Will Fred recover from the loss of his beloved Mystery Machine? Can any helpless snack survive Scooby and Shaggy's monster-sized appetites? This Scooby-Doo adventure has enough spooky fun to make the whole family come alive!",7.7
162,"Bright sunny day, Medical Students He Xinyue, Xiao-Li Ma, Ng Yen Yen, Leiyong Han, Yang Gang and Zeng Ping - Meet six people have already abandoned the old school came to play. Six months ago, the school there was a bizarre murder, a woman died of ""friends, back to back,"" the horror rumors, everyone here was something fishy about the legend, once traumatic panic. Fearless young men and women regardless of the care of the old school of Qin master warning, insisted on a two-day stay here. As night fell, the feeling of insecurity, was seen fleeting ghost, some hearts desires expansion.",2.0
164,"Abused, broke and down on her luck, Sarah is given a new shot at life when she moves into a new apartment. At first the apartment seems to have been the right choice for Sarah, she even meets some new friends including Sid (Jason Mewes). But before long tenants begin disappearing, when Sarah and Sid go looking for them, they discover an evil lurks, hell bent on not only taking over their building, but the city as well. As Sarah and Sid fight for survival, the bitter and vengeful ghost begins inhabiting the bodies of the tower’s tenants turning them to bloodthirsty zombies.",3.9
165,"We Are Kings is a rock and roll/blues fable, a group of down and out musicians breaks through against all odds, with a little help from a friendly ghost. Starring Sammy Blue, Rita Graham, Bianca Ryan, Pryce Watkins, and Jonathon Boogie Long.",6.0
166,"Carlo and Melissa stay at a seaside villa but everything changes when Melissa discovers an ancient book of demons and the ghost of a 10 year old boy that's been dead for 40 years. She becomes possessed and it's up to Carlo, with the help of Anna De Luca, a professor on demonology, to stop the ritual that will bring about the rebirth of a 400 year old demon.",2.1
167,"High school student Aya Tsukimori becomes cursed and is unable to leave her school dormitory. Meanwhile, many students begin reporting ghost sightings at the school, while others go missing and are later discovered to have drowned mysteriously. Soon, Aya attempts to communicate with fellow student Michi Kazato, who begins investigating the disappearances of her friends.",5.8
168,It's 1983 and a group of scouts are on a 21 day canoe trip in northern Ontario. They are haunted by the ghost of Ghost River. Will they solve the mystery of Ghost River before they are killed by zombies?,6.0
169,"""Face the ghosts from your past"". That's all Ana is asking of Oscar so they can be together.",8.0
171,"It has been three months since Nott become full of sadness and suffering like he has never been. It's because that one night which cause him to lose Pla his beloved girlfriend in the motorcycle accident. He wants to forget but cannot, his hear is full of guilt and sorrow and almost burst with grief. The only way for him to get through this is to meet Pla again in her afterlife, so he tries to find a way to see ghost.",5.8
173,"Gajirou Honda is a self-centered man who only cares about money and women. When he’s involved in a car accident, he encounters the ghosts of the deceased occupants of the other car, including the driver and three pole dancers. The four ghosts promise him a large sum of money in exchange for his help fulfilling their last wishes, thus allowing their spirits to pass over to the afterlife.",8.0
174,"The shadow of an African immigrant in an abandoned house was mistaken for a ghost and the hilarious situations that ensued, creating havoc in a quaint Malay village.",6.1
175,Happy Journey is a 2014 Marathi drama film directed by Sachin Kundalkar and produced by Sanjay Chhabria under the banner of Everest Entertainment. It features actors Atul Kulkarni and Priya Bapat in the lead roles. The story revolves around the relationship of a brother and his sister's ghost.,6.5
177,"Hubert Wolfe, bestselling author, suffers from the writer's block for a long time. Thus, he often used a ghost writer, the talented but taciturn Dany. While the deadline for his next novel approaches, Wolfe still requires the help of his secret accomplice. But Dany is going through difficult times and finds himself before a blank page. So he hires a second ghost writer, Quentin, child care educator who lives under the yoke of his mother.",6.4
178,"Almost 150 years ago, a terrible evil occurred in an officer?s house in an historic military fort. Fast forward to current day, and five best friends have just moved into the same house for their senior year in college, unaware of the dark history and lingering evil that surround them. Based on the legend of the Woman in White, one of the most famous ghosts ever documented, The House Behind the Wall is the thrilling tale of dark forces affecting both the living and the dead. What begins as the best time of five friends? lives soon leads to infidelity, accusations, and betrayals. But just how far will people devolve when overcome by pure evil? Can they survive the supernatural presence inside the house, and each other? Or will they completely lose their souls, and their lives, to the ancient evil spirit?",4.0
179,"Three young people decide to commit suicide and go to a beach house to die, not realizing that a ghost haunts the place…",6.3
180,"Yeong-woong quits his major firm job and joins a private loan company to look for his girlfriend who disappeared because of her debts. He meets debtor Hong Doo-moon who is a former gangster turned shaman and buys a house by the river with loan money. During his asceticism, many ghosts come by asking him to fulfill their wishes but he only chooses to help the unmarried ghost. Hong Doo-moon's main business is to recover a married couple's relationship through sex therapy. Ghosts enter the wife's body and lets her learn new techniques but takes her to the Angel of Death in return. Hong Doo-moon pays back all his loans thanks to Yeong-woong and agrees to help his girlfriend...",7.0
181,"17 yr old Jasmine struggles to come to terms with her fathers death. She and her best friend Skye are left to take care of their younger siblings Zac, Blake and Eva when their mother's Sandy and Katherine decide to go on a girls night out to give Sandy a breather. Jasmine and Skye take the kids to the notoriously haunted Quarantine station to research a school assignment where they find out more about a resident ghost; Jolene Denman, AKA the girl in the pink dress. In an attempt to scare the boys, they pretend to evoke the spirit of the troubled girl but when things start going terribly wrong they begin to realize that their actions have had serious consequences. Jasmine and Jolene have a fateful connection. That night as Jasmine's behavior becomes increasingly concerning, Jasmine's boyfriend Cameron and Skye discover that the kids have gone missing.",3.2
182,"Sathyadev, who is on a career break, is forced to put on his cop shoes ones again to save Thenmozhi, a young woman who is the target of a criminal organ harvesting group, led by a ghost from his past.",6.9
183,"Lurk what's waiting for the Monster High ghouls when they bring their killer fashion to the howlways of the spooktacular Haunted High! When the ghouls of Monster High follow Spectra Vondergeist one day, they discover a creeperiffic Ghost World with an all-spirit school. But their scary-cute student bodies are hardly welcome with the very strict Principal Revenant, and she punishes Spectra with frightful detention chains that prevent her from re-joining Monster High. Now, it's up to the imperfectly perfect friends to take on ghostly forms in order to save one of their own from disappearing forever!",7.3
185,"Five tales of dread interwoven when a sociology student gathers several of his friends on  Halloween night at the local library to help him create a new urban legend with deadly consequences; Lily  is in for a late night of researching and needs something to keep her going. It isn't until she's approached  by a mysterious stranger that her luck may change... for the worse; a typical night of work for a librarian  becomes a classic ghost story with a modern twist. Sometimes you can't keep a bad book down; Sidney  is allowed to stay after hours to study for a test. It's not until she suddenly awakens in the darkened library  that she realizes the horrifying truth of what lurks among the stacks of books after midnight. She better  pray she doesn't become the prey; Paige faces regrets that she'd do anything to take back. When an  ancient and arcane spell book literally falls into her lap, she decides to make a grave decision. Be careful  what you wish for, it might just kill you.",4.0
186,An aircraft designer becomes a ghost after a sudden death. Now he needs to engage a help of seven-grader in order to finish all his unaccomplished tasks.,6.3
187,"Hundreds of thousands of years after the collapse of civilization, the world is a post-tech wasteland, and is inhabited by humanoid tribes. The Peace held between them is threatened by the return of Wushen, an evil shape-shifting ghost of modern technology. Wushen threatens to enslave the world population. Zhuma, a ten-year-old girl is the heroine of the story, accompanied by Zhanggong, her lion-like Tibetan Mastiff dog. Chosen, and helped by a ethereal goddess she must assemble a band of allies from the surviving tribes to fight Wushen, and stop him from gaining control over an ancient power.",6.5
188,A team of professional ghost finders are trapped in an old village hall. The haunting they set out to investigate turns out to be far worse than they anticipated. Who will survive and what will be left of their souls?,4.7
190,"19th century Argentina. After having had to leave the country fifteen years ago, prodigal son Rodrigo finally returns to the family farm in Mercedaria to introduce his wife Bianca to his parents. He’s not really looking forward to this family reunion. His youth was spent working with the slaves on the farm who were treated without mercy by his parents. His father regularly abused the female slaves, while his mother even burned one alive to save the family honor. It’s time for some ghostly revenge and this happens to coincide with Rodrigo’s return.",4.7
191,"In 1972, the patients and doctors at Stephens Sanitarium were brutally murdered. Over forty years later, the only known survivor returns only to find the ghosts of the past have not been resting in peace.",3.9
192,"The Sheffield family reveal and go through some home truths as their middle child inherits the Foxworth mansion. The family's ghosts looming over, and more tragedies are in store as the curse lives on.",6.6
193,"A tiny seaside resort, out of season. Thomas returns after being away for quite some time. Adèle is an estate agent, who has a tendency to fall asleep. The tide turns towards the beach and the dunes, scooping up jellyfish, sheep and ghosts in its ebb and flow. The tide turns, just like Thomas towards Adèle and Adèle towards Thomas.",6.0
194,"Exactly 100 years after the Armenian Genocide, a theatre director stages a play to bring the ghosts of the past back to life.",3.6
195,A TV channel’s crew goes to a deserted beachside bungalow to stage a horror show but the place is actually haunted and the ghost(s) in the place possess the director and the cameraman in the team.,5.7
196,"Certainly an outstanding case of beauty and mystery, this short film by Mozos creates a strange alloy of literature and cinema, and not in the way one discipline is a vampire for the other, but rather as if they were the different faces of the same coin, drawn to coexist and repel each other. As if every film belonged to a lonely species, Ashes and Embers shows a unique arrogance as it trembles, somewhat defenseless, with no certainty that the folds of fiction constitute any kind of survival guarantee for such strange objects. Memory and ghosts are two words that are easily said, but in this singular and very refined film they seem destined to become the ultimate goal of cinema, and its most endurable desire.",4.8
197,"The film revolves around two main characters are the Lam (Ngan Khanh) and Thố (Duc Thinh). They have nothing in common but ironic fate binds them together. Lam is a lady with successful career, happily living with Vinh (Dung Ha). One day, her perfect life was muddled because of the arrival of Ma Dai, a strange ghost. To get rid of him, Lam must help him complete the unfinished wishes, leading to many unfortunate situations.",5.8
198,Scooby-Doo and the gang investigates a new ghost at a water park resort.,8.9
199,"Female high school students, including Mitsuko, Keiko and Izumi, become the targets of ghosts with various appearances including a groom with a pig's face and female teacher with a machine gun.",6.7
200,"The chronicle and the archives have recorded that in 1586, King Bayinnaung led his army through the Malamao strait in Tak province to invade Ayutthaya. After long continuous battles, Ayutthaya finally lost the war to the Burmese troops from Hongsawadi in 1569 and end their independence. The collapse of the Ayutthaya Kingdom could not be explained some said that the cause might be the Black Death that wipe out the residents. Some blamed the hungry ghosts, some blamed the plague that came with the Portuguese.",5.7
202,"Two jilted school boys, murdered by the mother of the girls whom they love, return as ghosts and haunt the girls to get their revenge.",6.0
203,A conman gains the power to see and communicate with ghosts and decides to use it to make money. His happy-go-lucky lifestyle goes for a toss when a ghost who is his look-alike approaches him with an offer.,5.0
204,High school student Kayu (Makoto Okunaka) joins the Ghost Photo Club. The club investigates and researches ghost photographs. She tries to find the truth behind ghost pictures with members Kaname (Yosuke Ito) and Riri (Yuuka Ueno). They are not aware of a murderous ghost approaching. (Description taken from AsianWiki),4.5
207,A ghost hunter uses bottles to capture troublesome spirits.,6.6
208,Mayor Broody hires an expert shark-hunter to track down and eliminate a deadly ghost shark when it returns to terrorize Auckland.,4.8
209,"Growing up in a small town, Charlie, Alex and Nick weren't the most popular kids around after they formed ""The Elite Monster Unit"". Chasing notorious, mythical legends and ghosts was exciting to them, not ""cool"" to the other kids around. So they lived their lives on the outside of the ""in"" crowd. Making matters worse was Charlie's obvious crush on Brandy, one of the most popular kids in school and sister to one of the biggest bullies around. Trying to impress Brandy, Charlie accepts a dare from her brother Nick that says he and his friends must spend Halloween night in a house long rumored to be haunted.What seems to be an easy challenge quickly turns out to be a night of frights as Charlie, Nick and Alex find themselves in the fight of their lives trying to out smart (and outrun) their new nemesis, a ghost dog named Salty, who does whatever he can to make this the worst night of their lives...",4.8
210,"A-Gu enlists a group of contract killers in the disguise of laundry service. One of them, code-named ""No.1 Qingtian Street"", is haunted by the ghosts of his victims. He seeks help from Lin Hsiang, a psychic.",4.5
211,"Opting to sleep in the allegedly-haunted guest house while spending a weekend in the Hamptons with friends, Ruth, a lonely young woman in her mid-twenties who's had too much to drink, strikes up a conversation that leads to a sexual encounter with Michael, a burlap-draped ghost that casually appears before her. Through this inter-paranormal relation, Ruth contracts an STD with alarming effects.",5.5
212,The ghost of a young boy explores the world on the day of his death.,9.0
213,"An artist realizes that the story that he is illustrating, about a ghost who was an inmate of an asylum in a forest, could be real. Meanwhile, an aspiring actress takes up a challenge to watch a horror film all alone in the theatre at night. How are these storylines connected?",6.6
214,"A couple comes to Chennai for their son's treatment, and the wife begins to sense the presence of a ghost in their house. Who is this spirit and what is it after?",5.4
215,"Two men went searching for ghosts, but they found themselves instead...",4.0
216,"Why is it we never actually see a ghost in the dozens of documentaries out there, yet people claim they see them daily. A non believer, and his film friends seek out to find the truth.",1.0
217,"Things turn crazy when the drag queen team has become teachers at their old school. This milestone reminds a drag queen leader ""Teaw"" of a mysterious past about a vengeful school ghost that haunts her memory, Sorn-klin who is now seeking revenge for her death. Fortunately, they receive help from a handsome student who is able to communicate with the spirit. But the situation becomes worse as in the mean time someone is trying to seize the power and ownership of the school. So will the dream team can think of ghost schemes while trying to save their school from the villain?",7.0
219,More than thirty people were killed in a haunted house in Nandigama. A TV channel plans a reality show by sending seven participants to spend seven days in that haunted palace. They were lured by an attractive prize money of 3 crore. But they will soon come to know that they are surrounded by ghosts and evil spirits in that palace. Will they survive or is there any uncovered secret about the place?,5.3
220,"Nam, 22, fled to Saigon for a murder. In one accident, Nam reached the sights of Huy, 25, a mysterious character completely unknown. Knowing Nam need money to survive, so Huy promised Nam that he will pay 200 million in exchange for he can own Nam for 20 hours. And Nam has to do everything except things that are illegal. Nam were secretly sent back to the mysterious mansion of Huy, and from here Nam has to face the dangerous game and this guy's craziness. In this house, Nam is not alone like Huy told him before, but also with one young girl was stabbed to death and 1 grave. And when Nam want to escape the ghost house, only to discover Huy also stabbed to death. The killer is somewhere in the house? Who is she? Huy's relationship with the girl like? Can Nam safely escape with 200 million or not?",3.7
222,"Happy Halloween from Club Penguin! Everyone is in the spirit for Halloween treats, except for master- prankster Blizzard who feels that tricks are the treat. After ruining his friends' Haunted Igloo attraction with his latest prank, Blizzard befriends a smart-aleck specter named Polter-Gus. The pranking pals accidentally unleash a swarm of unfriendly ghosts who terrorize the island! Can Blizzard convince his friends to trust him and stop the ghoulish gang from turning everyone on Club Penguin Island into gruesome ghosts?",10.0
223,"Serial killers, ghostly phone calls, inner demons, otherworld monsters and creepy stalkers collide in this frightening anthology. Six of horror's most promising new directing talents join forces to pay homage to classic horror in the tradition of ""Creepshow"", ""Tales From the Crypt"", ""Tales From the Darkside"", and ""Trilogy of Terror,"" and weave an unforgettable, disturbing tapestry of terror.",5.7
224,"It's a winter wonderland on Sodor! Diesel gets a visit from some 'ghostly' Christmas engines, while Kevin enjoys playing in the snow until he's snowed under. Thomas and Cranky drop an important Christmas package and Henry faces off against an abominable snowman. Dash through the snow with Thomas and his friends as they deliver a jolly good time!",7.0
225,"Min (Jacqueline Ch'ng), Lung (Sammy Sum), Keong and Fen are business partners of an online game design company, which is on the verge of winding up due to the lack of clients. Just as things start to get worse, a mysterious lady, Mrs. Wong (Paw Hee Ching) offers them a sizable sum of money if they could complete the final stages of her deceased son's online game - Ouija Board and launch it thereafter. They readily accept the business. Soon mysterious things happen and they experience ghost sightings.",4.0
226,"""Lexter can be defined in a few words: son of a bitch"" says Sebastián Wainraich while remembering the protagonist of this generational comedy: a worn-out radio host whose glory days are getting far and far behind. Filtering through the false documentary tone (Clemente Cancela, Sebastián De Caro, and other radio people give their testimonies, which are often filled with admiration) we learn the story of a chance encounter between Lexter and Blas, a communication student who stalks his idol in order to write his graduation paper, and unwillingly stirs up a few ghosts from the past.",8.0
227,"At a dark pier in the middle of the night, a boat captain and his mate, Nong, are readying their vessel for the next trip. But what they discover is a shocking: the lifeless body of Mia, the wife of the boat’s owner, is hanged from a mast in a gruesome fashion. The corpse also sets off panic among other sailors. The captain orders everyone to calm down. He decides that he has to get rid of the body, and comes up with a plan to throw Mia’s body in the middle of the sea. But it’s not that simple. Once the ship sets sail, the body hidden in the engine room disappears. Mia’s spirit is set loose and wreaking havoc on the boat in the middle of the sea. The ghost terrorizes the sailors, who can’t escape anywhere except into the water that surrounds them. Things get worse when a storm hits. The only way to save the boat and everyone on it is to locate Mia’s body. But there’s more serious question that no one remembers to ask: Who murdered Mia?",6.4
228,"A group of high school students who are spending the night in a old mansion. When they learn that the house is haunted they set to look out for ghosts just for fun , but they find out soon enough that the urban legends are real.",6.0
231,"When party-girl Nora is forced to move back home with her aging father, it seems life can't get any worse. But inside her childhood home the ghosts of her past begin to haunt her, until the secret she has buried for so long is finally revealed.",4.3
232,"The ghost of a woman who died after an avalanche returns to live with her husband, who has not been able to overcome her death.",6.0
233,"Ryosuke, Minami, and Shoko, who grew up as childhood friends, are a good friend of three who live together even after graduating from high school. One day, Minami, who was originally Obasan's face, went to study abroad when Ryosuke confessed to Shoko. However, Minami, who suddenly disappeared, returned to the front of them two years later. However, the appearance of Minami who reunited was a beautiful gal like another person by plastic surgery. Furthermore, the south that came back is actually a ghost ...",2.0
234,A ghost enters a palatial mansion and starts attacking the men in the family. What is its back story?,4.5
236,"When a lonely orphan discovers a pair of glasses that, amazingly, enables the wearer to see ghosts, his life becomes a living nightmare.",6.0
237,"Upon turning eight-teen, Salih leaves the orphanage to find his lost family and begins working in a Serbian farm. Suddenly, at the most unexpected moment he has found a home. Will he ever be able to let go of the ghosts of his past and be happy in this new life? As tension escalates disquieting secrets surface. A gripping tale of family, love and identity, My Mother's Wound follows Salih as he searches for a trail of hope amongst war-torn lives.",6.9
238,"Lovers murdered by a moneylender come back as ghosts to make him answer for his crime. Meanwhile, an evil tantric has been waiting for them for years to take his revenge.",1.7
239,"Paralyzed by his fear of dying, Miles Grissom takes out an advert offering 30000 dollars in reward money to the first person who can show him evidence of an angel, a demon, or prove that ghosts exist - anything to prove to him that we go on after our deaths. He narrows the responses down to three viable candidates - a scientist, a medium, and a worldly entrepreneur. Along with his protective mother, he embarks on an adventure through Los Angeles that will spiral into an unthinkable nightmare.",5.8
240,"Pia is a girl with a sixth sense. Her ability to see ghosts leads her to become the key to unlock 13 haunted secrets in Bangkok. She joins a paranormal TV show in hopes of finding out the truth behind her strange gift. The decision brings her to realised dark secrets of 13 locations, which are all connected to her in some ways. Could she find a way out of this mess, or even what’s setting everything in motion? Is it a gift or determination that brings upon her strange talent? Is this just one big game being dealt by fate’s hand?",5.5
243,"It seemed perfect - a new house, a new marriage, a child soon to be born. But when Sarah and Matt invite their friends to celebrate, the situation turns deadly as they enter a burned-out prison on a ghost hunt.",4.1
244,"A group of friends goes to a hill station to unwind, but one of them gets possessed by a ghost turning the holiday into a nightmare.",4.3
245,A thief steals the mobile phone of an accident victim not realising that her ghost now resides in the device.,4.9
246,"Akako, a shape-shifting goldfish in the form of a coquettish nymphet clad in diaphanous red dresses, naively plays the role of erotic muse and adoring pet for an aging writer seeking greatness. Things quickly get complicated for the odd couple, however, when the writer's deceased former student/lover enters the picture as a ghost and helps Akako realize her own desires, activating her agency and frustrating the one-sided male fantasy the writer is so keen to continue.",4.5
247,"A newlywed couple Ted and Lauren rent an old farm house to do a thesis on orbs and set up cameras, Strange ghostly noises and haunting occur at night. Ted sees video of Lauren, possessed and wandering the fields at night. When their roommate kills himself they decide to do a séance to see what is haunting the house. Little do they know what they hear and fear is nothing they can pray away.",3.5
248,"Laurie, a good-natured college student, embarks on a spring break vacation with her friends Faith, Joey, and her boyfriend Mick. They get off on the ghostly Exit 14 where they befriend a mysterious store clerk and are haunted by the ghost story he shares with them.",3.9
251,"Artist and life-long nerd Johannes Grenzfurthner is taking us on a personal road trip from the West Coast to the East Coast of the USA, to introduce us to places and people that shaped and inspired his art and politics. Traceroute wants to chase and question the ghosts of nerddom's past, present and future. An exhilarating tour de farce into the guts of trauma, obsession and cognitive capitalism.  Features interviews with Matt Winston, Sandy Stone, Bruce Sterling, Jason Scott, Christina Agapakis, Trevor Paglen, Ryan Finnigan, Kit Stubbs, V. Vale, Sean Bonner, Allison Cameron, Josh Ellingson, Maggie Mayhem, Paolo Pedercini, Steve Tolin, Dan Wilcox, Jon Lebkowsky, Jan ""Varka"" Mulders, Adam Flynn, Abie Hadjitarkhani, Kelly Poots...",7.0
252,"Is the new film by Yuthlert Sippapak after a couple of years in hiatus. This is the latest in the Buppa series, a well-known horror film that began with Buppa Ratree in 2003. Mixing ghost stories with comedy and even feminism, the film focuses on the story of Buppa, a woman who commits suicide in her apartment after she's betrayed by her lover. She then becomes a vengeful spirit that haunts people in the apartment.",6.0
